#Taxa	NovC1	NovC2	NovC3	NovC4	NovC5	NovC6	NovC7	NovC8	NovC9	NovC10	JanC1	JanC2	JanC3	JanC4	JanC5	JanC6	JanC7	JanC8	JanC9	MarC1	MarC2	MarC3	MarC5	MarC6	MarC7	MarC8	MarC9	Taxonomy
OTU_117	110	97	189	14	208	50	149	38	55	65	66	22	18	14	15	26	15	26	67	75	18	49	52	46	18	11	27	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__
OTU_118	122	467	107	78	229	211	28	394	25	56	38	31	8	73	18	153	70	24	39	26	55	40	50	132	1	38	35	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_119	19	37	47	76	69	120	141	36	137	29	112	27	12	57	25	46	25	13	59	67	74	50	77	42	28	32	62	k__Bacteria
OTU_120	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	0	0	23	0	0	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__
OTU_121	29	0	92	32	109	353	110	52	58	60	32	34	13	164	12	79	20	59	30	40	33	14	11	77	35	40	31	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_122	13	5	154	31	154	51	0	17	91	3	0	1	0	0	4	17	1	0	0	10	0	1	40	4	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_123	5	55	1	0	3	10	0	20	0	11	0	0	4	0	2	11	9	0	2	2	5	30	2	51	15	1	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_124	30	57	81	18	10	55	37	47	86	20	45	39	11	30	15	30	79	41	16	84	68	21	76	50	46	56	9	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae;s__rumen_bacterium_NK4A78
OTU_125	0	0	0	0	2	0	0	0	0	0	3	15	2	0	27	10	0	15	25	4	0	44	5	0	0	9	9	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__
OTU_126	31	14	133	133	66	88	36	14	59	58	43	223	47	90	78	147	55	48	23	113	40	145	42	19	360	128	28	k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__;g__;s__
OTU_127	23	34	20	36	14	43	60	7	49	33	8	9	5	8	11	13	23	19	15	26	29	21	34	25	30	9	10	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unidentified_Clostridiales;g__Anaerovorax;s__
OTU_128	13	27	78	28	21	0	9	30	4	37	3	3	6	10	6	4	2	4	14	7	7	2	15	18	8	28	3	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__unidentified_Veillonellaceae;s__Selenomonas_ruminantium
OTU_129	25	34	83	27	42	189	17	78	81	35	48	54	29	47	32	24	59	57	72	40	11	25	41	19	18	21	45	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_130	6	15	15	17	5	16	20	8	24	20	6	24	2	6	24	12	10	6	10	35	64	25	26	33	15	17	9	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unidentified_Clostridiales;g__Mogibacterium;s__
OTU_131	689	51	48	20	3	59	56	12	22	14	12	5	3	52	16	20	27	13	10	70	106	48	43	23	65	17	15	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_132	139	52	73	4	12	289	7	20	65	377	6	15	0	2	5	0	22	6	24	0	22	0	2	0	36	7	13	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_133	19	38	14	20	9	62	33	10	74	34	107	43	31	74	26	16	45	23	59	38	36	16	26	34	47	14	15	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans;s__
OTU_134	70	75	86	15	41	176	14	62	33	62	120	39	12	14	8	16	31	26	47	30	16	7	18	35	8	7	26	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_135	6	71	23	2	46	28	34	110	37	2	66	16	11	23	41	10	27	243	6	5	184	35	8	26	8	30	6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_136	20	14	88	25	82	69	14	16	215	132	22	24	26	2	23	32	6	30	20	65	68	8	18	36	42	11	9	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_137	42	40	55	37	9	11	55	11	10	29	3	1	13	3	8	6	20	10	2	22	21	50	15	103	75	23	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_138	372	121	212	227	470	122	66	264	96	118	232	119	141	233	203	134	211	106	221	45	95	100	71	308	64	75	45	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_139	0	12	15	32	7	6	35	5	13	15	0	2	0	0	5	4	6	2	2	5	9	4	6	4	4	3	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__
OTU_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unidentified_Alphaproteobacteria;f__Acetobacteraceae;g__Roseomonas
OTU_141	0	0	0	0	0	0	0	0	0	0	18	0	2	24	0	0	12	1	3	142	2	5	35	43	683	5	33	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_142	22	29	65	59	48	44	10	36	234	107	133	42	26	20	26	44	85	255	109	13	17	21	21	19	71	38	14	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans
OTU_143	93	8	118	67	37	82	2	14	15	336	27	12	37	21	5	8	80	38	6	29	18	54	11	106	11	7	16	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__unidentified_Rikenellaceae;s__Bacteroidales_bacterium_Bact_15
OTU_144	38	177	71	40	88	72	34	67	51	162	75	113	27	86	46	159	79	200	71	78	94	75	132	54	109	105	70	k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__;g__;s__
OTU_145	28	35	63	15	40	68	15	17	21	54	17	11	18	33	10	23	14	24	38	36	13	12	19	8	39	16	20	k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__;g__;s__
OTU_146	2	8	37	8	7	12	3	2	8	27	4	2	7	5	8	6	4	9	3	0	3	5	2	0	7	17	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__unidentified_Lachnospiraceae;s__bacterium_XBD2001
OTU_147	8	3	12	0	33	8	0	43	0	6	47	556	36	7	71	79	11	21	65	0	55	102	6	2	111	16	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_148	3	9	16	1	7	30	0	22	4	1	54	41	3	19	85	4	7	1	68	110	127	383	138	152	74	38	17	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_149	0	9	38	1	5	14	5	2	0	11	9	29	25	7	12	44	10	26	2	46	28	75	44	24	14	37	14	k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__;g__;s__
OTU_150	93	183	43	110	132	148	34	92	68	51	53	68	40	102	32	74	31	57	121	32	26	56	122	95	36	17	39	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_151	3	311	10	32	0	2	4	7	1	2	5	216	3	7	8	2	0	29	514	181	23	1	10	6	26	10	62	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__;s__
OTU_152	8	145	42	25	26	40	2	12	2	4	8	1	0	10	13	0	0	9	2	112	3	6	21	3	7	6	72	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__
OTU_153	26	3	29	8	0	10	23	2	44	0	15	61	85	7	19	242	277	75	56	69	14	143	46	11	58	63	17	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__unidentified_Bacteroidales;g__unidentified_Bacteroidales;s__rumen_bacterium_YS3
OTU_154	49	22	102	40	169	45	42	21	62	69	8	92	17	20	16	94	57	29	35	55	30	39	30	45	7	13	37	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_155	9	18	26	11	17	43	6	31	22	34	73	38	14	31	21	21	19	8	58	9	20	9	7	16	40	9	19	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__unidentified_Lachnospiraceae
OTU_156	26	15	21	15	30	37	48	57	14	29	44	79	21	49	24	174	29	26	178	28	18	21	16	29	0	39	10	k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__;g__;s__
OTU_157	44	17	22	17	11	33	26	7	49	66	56	33	27	37	22	27	40	27	60	70	85	37	46	42	22	42	39	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sediminispirochaeta;s__
OTU_158	0	1	23	11	79	2	188	71	169	0	66	19	53	23	9	11	38	1	72	19	13	10	5	183	291	21	26	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__unidentified_Bacteroidales;g__unidentified_Bacteroidales;s__rumen_bacterium_YS3
OTU_159	129	1	5	66	8	0	9	51	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_160	16	86	23	12	32	0	0	59	138	31	11	17	31	11	95	65	70	21	17	4	67	5	3	16	6	45	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_161	12	4	11	19	96	42	1	126	1	15	4	43	34	25	15	15	123	38	41	22	11	97	12	35	0	45	41	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_162	180	10	62	17	67	206	38	56	85	55	16	52	47	15	21	23	14	4	56	50	40	15	10	41	38	2	35	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__unidentified_Prevotellaceae;s__bacterium_MC2010
OTU_163	13	44	86	15	30	153	26	9	23	25	44	94	97	28	160	175	226	128	114	33	46	68	15	32	42	24	55	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succiniclasticum;s__
OTU_164	0	0	0	0	6	0	1	3	0	0	1	0	0	0	0	0	79	0	0	1	63	0	0	0	151	124	608	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_165	381	12	62	8	45	31	1	47	30	48	242	144	42	80	71	106	54	183	314	85	38	39	55	102	9	4	65	k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter
OTU_166	18	22	26	84	60	98	46	9	138	26	44	47	26	20	16	18	5	25	11	11	65	38	5	33	42	14	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae
OTU_167	17	59	51	25	28	62	20	23	40	30	48	69	37	65	14	45	10	42	93	12	61	21	9	20	34	10	11	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae;s__Ruminococcus_sp_HUN007
OTU_168	0	38	3	40	35	12	11	14	9	9	0	0	1	3	3	0	7	8	3	12	34	10	90	31	11	21	20	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae
OTU_169	22	335	31	0	14	6	17	10	145	125	24	27	47	19	60	118	23	10	37	162	53	28	40	81	18	18	23	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_170	44	161	72	178	82	98	92	58	112	110	37	39	24	24	69	39	47	46	44	32	31	43	39	38	25	16	39	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_171	6	0	2	10	10	58	1	10	0	7	15	66	22	26	5	30	23	7	118	0	27	9	4	2	0	3	11	k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__;g__;s__
OTU_172	49	12	29	56	35	17	17	16	5	26	12	16	45	17	14	7	8	20	102	48	10	68	47	7	20	32	24	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_173	11	12	25	15	16	36	14	23	37	6	67	69	33	46	29	32	29	60	35	23	59	24	6	17	44	35	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_174	16	0	5	97	3	0	0	18	84	17	24	2	1	0	16	4	1	2	950	125	0	67	132	38	68	22	8	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_175	138	305	8	76	45	38	54	55	410	20	73	97	25	49	331	28	667	37	36	14	68	58	51	9	36	41	10	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_176	11	45	85	103	3	56	44	71	213	460	1	14	48	36	3	47	7	41	51	8	26	57	33	60	28	93	23	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__;s__
OTU_177	8	2	0	1	12	2	8	26	1	10	16	47	2	2	11	23	70	265	84	20	0	5	29	14	156	3	28	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_178	2	0	0	0	1	1	0	1	2	0	0	4	0	45	1	0	1	7	28	1	21	2	4	16	618	0	2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_179	6	31	34	10	15	60	66	7	31	4	14	11	23	6	7	23	28	9	8	38	87	87	66	34	42	4	32	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_180	1	131	18	15	9	88	17	3	42	12	15	16	9	4	11	34	12	37	9	12	5	7	16	12	2	4	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__unidentified_Christensenellaceae
OTU_181	0	0	0	15	0	1	4	0	1	0	13	291	1	235	6	12	41	15	3	17	32	24	30	6	14	40	17	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__
OTU_182	41	39	29	15	38	95	34	17	45	41	91	68	26	51	30	23	12	56	50	7	12	25	51	22	16	34	25	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_183	13	4	27	13	405	5	30	2	95	13	76	9	0	13	5	13	2	30	37	9	8	17	5	3	23	73	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__
OTU_184	42	52	57	54	49	86	66	35	79	87	8	24	3	10	9	6	4	4	3	15	19	10	16	9	14	17	11	k__Bacteria
OTU_185	70	136	188	165	929	97	203	197	155	125	522	16	115	412	277	209	158	122	67	227	36	196	312	536	166	308	65	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_186	120	19	24	3	25	19	43	13	59	15	47	22	15	44	7	27	17	40	43	42	14	88	71	14	19	20	18	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__
OTU_187	0	4	8	0	3	4	3	0	3	8	2	17	11	4	10	19	6	14	9	1	5	8	10	22	4	5	11	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_188	28	0	55	14	56	25	37	33	4	41	28	16	2	13	0	22	0	14	32	6	13	0	3	0	3	9	21	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_189	580	28	16	57	0	3	33	6	9	7	17	29	7	382	9	23	21	2	26	71	57	36	68	19	18	12	56	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_190	11	7	44	6	8	5	1	3	0	6	0	0	0	2	1	1	1	3	2	0	0	2	1	2	0	0	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium
OTU_191	63	30	79	23	96	15	18	40	32	117	26	38	20	50	14	36	22	29	46	53	38	44	20	13	3	69	67	k__Bacteria
OTU_192	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	15	6	31	420	2	3	8	0	0	20	773	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_193	2	11	2	8	124	1	16	5	9	2	14	6	852	4	41	94	53	13	9	27	58	113	3	4	8	8	39	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_194	2	65	78	124	76	15	31	1	3	12	4	36	19	11	22	10	45	4	11	18	29	25	38	38	0	1	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_195	20	4	10	10	40	203	97	2	205	27	19	21	34	10	129	13	49	40	20	3	79	62	27	37	145	23	6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__unidentified_Rikenellaceae;s__Bacteroidales_bacterium_P59
OTU_196	20	10	152	8	26	156	62	0	87	73	5	8	9	5	16	8	77	10	5	7	3	19	16	22	22	17	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_197	6	17	34	11	5	35	8	9	31	35	0	9	3	4	4	7	17	21	2	10	7	12	15	7	36	5	5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_198	5	15	49	5	3	132	9	23	20	0	1	9	21	0	0	32	30	27	0	0	24	16	24	19	10	2	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_199	19	38	0	0	0	10	30	12	44	118	16	38	0	12	7	9	47	16	7	102	59	58	11	15	99	16	15	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_200	0	114	15	42	2	3	6	8	89	5	3	2	13	1	20	1	11	8	5	16	14	2	42	46	75	111	16	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
OTU_201	1	136	387	0	96	20	9	5	7	10	0	2	4	12	34	10	39	26	5	84	5	34	7	0	23	0	19	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_202	6	17	0	54	0	1	35	2	38	17	1	34	0	13	255	7	8	92	33	21	29	1	21	56	79	225	10	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_203	6	29	96	2	12	12	2	15	2	3	2	0	0	4	0	24	11	44	20	0	0	80	2	0	0	5	5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_204	116	56	18	23	184	67	26	186	20	12	29	52	32	69	24	41	42	34	23	39	36	60	57	36	7	20	34	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_205	20	15	15	3	9	55	4	13	16	5	30	2	8	23	6	38	28	53	5	1	91	6	3	11	49	19	6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_206	8	13	24	206	5	16	16	24	15	18	2	1	2	2	4	2	2	3	5	4	4	2	2	3	2	3	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__
OTU_207	42	20	17	5	10	12	13	64	5	4	12	7	4	8	6	8	5	6	6	47	0	9	72	68	2	12	27	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerovibrio
OTU_208	27	71	99	22	108	1	87	2	34	0	2	17	3	0	10	4	32	4	23	0	1	7	1	0	6	19	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_209	80	14	14	14	13	23	8	13	17	8	45	38	27	26	7	19	31	9	34	11	10	11	4	5	16	9	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__unidentified_Lachnospiraceae;s__bacterium_V9D2002
OTU_210	1	1	97	0	11	37	3	26	2	53	3	13	7	1	15	89	0	48	6	60	38	13	9	6	23	9	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_211	18	8	2	3	3	15	12	3	16	4	41	13	12	5	73	162	49	45	11	31	62	12	54	73	44	17	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_212	107	21	66	14	5	9	11	17	5	9	0	2	9	8	2	13	2	12	5	11	0	11	19	6	0	7	7	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_213	0	0	19	0	0	7	0	0	0	0	0	4	0	0	89	413	1	4	0	6	2	9	5	21	62	6	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_214	25	41	0	2	0	1	1	0	1	2	62	124	2	19	4	2	3	3	572	30	5	3	5	8	4	10	15	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_215	0	3	0	0	0	10	0	1	4	0	0	0	0	0	0	0	0	0	0	18	0	0	18	25	0	0	13	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetitomaculum;s__
OTU_216	0	17	18	2	5	8	21	2	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter
OTU_217	4	9	7	5	2	23	0	5	20	39	0	0	3	5	0	2	10	1	1	28	2	4	2	14	43	10	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae
OTU_218	53	35	6	27	103	4	0	4	0	194	5	81	19	0	7	15	0	35	9	3	9	11	36	23	47	33	4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_219	13	104	34	31	12	47	42	75	10	156	0	3	5	13	11	3	4	15	10	3	17	9	5	14	7	29	2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_220	6	45	184	2	58	12	7	77	3	11	1	30	0	0	7	74	11	7	18	0	0	41	16	47	21	37	8	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_221	1	3	10	32	4	24	13	2	8	26	41	37	12	32	20	21	3	29	58	0	16	6	0	8	19	8	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_222	17	16	11	6	18	8	49	68	21	30	30	47	21	34	84	14	18	26	5	7	51	3	13	5	295	56	9	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_223	17	26	32	48	170	12	17	73	23	15	20	10	9	25	8	76	35	17	15	81	22	22	15	20	1	11	14	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_224	45	1	0	24	3	34	10	1	147	17	6	9	4	6	3	43	30	33	23	32	114	6	39	71	25	16	11	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_225	6	3	5	1	22	19	0	0	26	24	2	3	8	1	1	2	3	0	2	0	0	5	4	2	5	26	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
OTU_226	9	2	26	3	9	0	1	0	1	4	32	14	2	118	6	43	0	77	22	6	11	159	12	152	2	13	8	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
OTU_227	1	10	17	3	3	17	3	1	16	11	0	0	0	0	0	0	0	0	0	3	10	1	3	7	1	2	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_228	9	12	20	4	12	33	5	8	30	22	18	29	11	12	26	29	29	17	28	1	5	4	1	2	7	1	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_229	0	0	0	0	0	0	0	0	0	0	4	30	4	1072	0	4	199	3	9	0	7	0	5	0	0	0	5	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__
OTU_230	0	3	0	2	0	196	1	41	0	48	1	0	0	0	0	0	11	2	0	0	60	0	0	0	16	4	2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__unidentified_Prevotellaceae
OTU_231	1	0	12	0	0	0	0	0	2	0	1	305	4	17	0	1	20	1	91	0	20	0	0	0	161	25	15	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_232	13	26	78	49	50	81	19	29	38	125	36	33	23	4	18	11	14	14	42	28	42	12	4	47	124	16	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_233	3	1	58	2	18	9	55	3	17	37	7	18	3	8	56	30	18	32	29	0	22	16	0	4	7	30	1	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__
OTU_234	11	62	114	0	0	0	6	5	0	1	8	26	3	1	98	5	3	1	264	19	28	1	7	0	41	0	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_235	43	0	4	1	0	22	2	0	371	1	60	7	2	20	15	2	1	95	17	0	0	0	3	2	7	30	60	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_236	30	2	53	0	1	25	12	0	7	0	2	7	1	1	7	3	10	4	10	0	5	2	3	2	8	18	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_237	0	20	80	0	14	7	0	68	91	25	2	4	0	0	4	0	3	3	0	0	200	0	3	0	75	0	2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_238	46	45	2	4	19	4	9	6	29	293	75	16	4	32	0	23	6	39	25	155	38	29	240	8	12	56	177	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__unidentified_Bacteroidales;g__unidentified_Bacteroidales;s__Bacteroidales_bacterium_Bact_22
OTU_239	4	0	58	1	6	35	0	23	2	8	0	9	2	3	13	220	2	0	2	0	0	0	0	165	1	2	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
